Código,Nat,Ud,Resumen,CanPres,Descripción,Resumen_2,CanPres_2,Descripción_2,Castro € unitario,Castro € tot,Balboa € unitario,Balboa € tot,Delta Castro,Delta Balboa
06.02.05,Partida,m²,"Repercusión por m² de superficie construida de obra, de ayudas de cualquier trabajo de albañilería, necesarias para la correcta",279.330,"Repercusión por m² de superficie construida de obra, de ayudas de cualquier trabajo de albañilería, necesarias para la correcta ejecución de la instalación de fontanería formada por: acometida, tubo de alimentación, contador individual, grupo de presión, depósito, montantes, instalación interior, cualquier otro elemento componente de la instalación, accesorios y piezas especiales, con un grado de complejidad medio, en edificio de vivienda unifamiliar. Incluso material auxiliar para la correcta ejecución de los trabajos.
Incluye: Trabajos de apertura y tapado de rozas. Apertura de agujeros en paramentos, falsos techos, muros, forjados y losas, para el paso de instalaciones. Colocación de pasamuros. Colocación y recibido de cajas para elementos empotrados. Sellado de agujeros y huecos de paso de instalaciones.","Repercusión por m² de superficie construida de obra, de ayudas de cualquier trabajo de albañilería, necesarias para la correcta",279.330,"Repercusión por m² de superficie construida de obra, de ayudas de cualquier trabajo de albañilería, necesarias para la correcta ejecución de la instalación de fontanería formada por: acometida, tubo de alimentación, contador individual, grupo de presión, depósito, montantes, instalación interior, cualquier otro elemento componente de la instalación, accesorios y piezas especiales, con un grado de complejidad medio, en edificio de vivienda unifamiliar. Incluso material auxiliar para la correcta ejecución de los trabajos.
Incluye: Trabajos de apertura y tapado de rozas. Apertura de agujeros en paramentos, falsos techos, muros, forjados y losas, para el paso de instalaciones. Colocación de pasamuros. Colocación y recibido de cajas para elementos empotrados. Sellado de agujeros y huecos de paso de instalaciones.",0.62,173.1846,4.07,1136.8731,0.0,0.0
06.02.06,Partida,m²,"Repercusión por m² de superficie construida de obra, de ayudas de cualquier trabajo de albañilería, necesarias para la correcta",279.330,"Repercusión por m² de superficie construida de obra, de ayudas de cualquier trabajo de albañilería, necesarias para la correcta ejecución de la instalación de apliques y luminarias para iluminación, con un grado de complejidad medio, en edificio de vivienda unifamiliar. Incluso material auxiliar para la correcta ejecución de los trabajos.
Incluye: Trabajos de apertura y tapado de rozas. Apertura de agujeros en paramentos, falsos techos, muros, forjados y losas, para el paso de instalaciones. Colocación de pasamuros. Colocación y recibido de cajas para elementos empotrados. Sellado de agujeros y huecos de paso de instalaciones.","Repercusión por m² de superficie construida de obra, de ayudas de cualquier trabajo de albañilería, necesarias para la correcta",279.330,"Repercusión por m² de superficie construida de obra, de ayudas de cualquier trabajo de albañilería, necesarias para la correcta ejecución de la instalación de apliques y luminarias para iluminación, con un grado de complejidad medio, en edificio de vivienda unifamiliar. Incluso material auxiliar para la correcta ejecución de los trabajos.
Incluye: Trabajos de apertura y tapado de rozas. Apertura de agujeros en paramentos, falsos techos, muros, forjados y losas, para el paso de instalaciones. Colocación de pasamuros. Colocación y recibido de cajas para elementos empotrados. Sellado de agujeros y huecos de paso de instalaciones.",0.62,173.1846,1.85,516.7605,0.0,0.0
06.02.07,Partida,m²,"Repercusión por m² de superficie construida de obra, de ayudas de cualquier trabajo de albañilería, necesarias para la correcta",279.330,"Repercusión por m² de superficie construida de obra, de ayudas de cualquier trabajo de albañilería, necesarias para la correcta ejecución de la instalación de ascensor formada por: equipos de montaje, ventilación, alumbrado, extinción de incendios y alarma a realizar sobre paredes, techo, foso del hueco, cuarto de máquinas y poleas, con un grado de complejidad medio, en edificio de vivienda unifamiliar. Incluso material auxiliar para la correcta ejecución de los trabajos.
Incluye: Trabajos de fijación de soporte de guías. Recibido de puertas, luces de alumbrado del hueco, ganchos de fijación y línea telefónica. Apertura y tapado de rozas. Apertura de agujeros en paramentos, forjados y losas, para el paso de instalaciones. Colocación de pasamuros. Colocación y recibido de cajas para elementos empotrados. Sellado de agujeros y huecos de paso de instalaciones.","Repercusión por m² de superficie construida de obra, de ayudas de cualquier trabajo de albañilería, necesarias para la correcta",279.330,"Repercusión por m² de superficie construida de obra, de ayudas de cualquier trabajo de albañilería, necesarias para la correcta ejecución de la instalación de ascensor formada por: equipos de montaje, ventilación, alumbrado, extinción de incendios y alarma a realizar sobre paredes, techo, foso del hueco, cuarto de máquinas y poleas, con un grado de complejidad medio, en edificio de vivienda unifamiliar. Incluso material auxiliar para la correcta ejecución de los trabajos.
Incluye: Trabajos de fijación de soporte de guías. Recibido de puertas, luces de alumbrado del hueco, ganchos de fijación y línea telefónica. Apertura y tapado de rozas. Apertura de agujeros en paramentos, forjados y losas, para el paso de instalaciones. Colocación de pasamuros. Colocación y recibido de cajas para elementos empotrados. Sellado de agujeros y huecos de paso de instalaciones.",0.62,173.1846,1.31,365.9223,0.0,0.0
06.02.08,Partida,m²,"Repercusión por m² de superficie construida de obra, de ayudas de cualquier trabajo de albañilería, necesarias para la correcta",279.330,"Repercusión por m² de superficie construida de obra, de ayudas de cualquier trabajo de albañilería, necesarias para la correcta ejecución de la instalación de protección contra incendios formada por: equipos de detección y alarma, alumbrado de emergencia, equipos de extinción, ventilación, mecanismos y accesorios, con un grado de complejidad medio, en edificio de vivienda unifamiliar. Incluso material auxiliar para la correcta ejecución de los trabajos.
Incluye: Trabajos de apertura y tapado de rozas. Apertura de agujeros en paramentos, falsos techos, muros, forjados y losas, para el paso de instalaciones. Colocación de pasamuros. Colocación y recibido de cajas para elementos empotrados. Sellado de agujeros y huecos de paso de instalaciones.","Repercusión por m² de superficie construida de obra, de ayudas de cualquier trabajo de albañilería, necesarias para la correcta",279.330,"Repercusión por m² de superficie construida de obra, de ayudas de cualquier trabajo de albañilería, necesarias para la correcta ejecución de la instalación de protección contra incendios formada por: equipos de detección y alarma, alumbrado de emergencia, equipos de extinción, ventilación, mecanismos y accesorios, con un grado de complejidad medio, en edificio de vivienda unifamiliar. Incluso material auxiliar para la correcta ejecución de los trabajos.
Incluye: Trabajos de apertura y tapado de rozas. Apertura de agujeros en paramentos, falsos techos, muros, forjados y losas, para el paso de instalaciones. Colocación de pasamuros. Colocación y recibido de cajas para elementos empotrados. Sellado de agujeros y huecos de paso de instalaciones.",0.62,173.1846,1.33,371.5089,0.0,0.0
06.03.01,Partida,Ud,"Forrado de conductos para instalaciones, en cubierta inclinada, de 0,25 m² de sección y 1 m de altura, realizado con fábrica de",1.000,"Forrado de conductos para instalaciones, en cubierta inclinada, de 0,25 m² de sección y 1 m de altura, realizado con fábrica de ladrillo cerámico hueco para revestir, recibida y enfoscada exteriormente con mortero de cemento, industrial, M-5.
Incluye: Replanteo y trazado en el forjado de los tabiques a realizar. Colocación y aplomado de miras de referencia. Colocación de los ladrillos, previamente humedecidos, por hiladas enteras. Repaso de juntas y limpieza. Enfoscado de la superficie.","Forrado de conductos para instalaciones, en cubierta inclinada, de 0,25 m² de sección y 1 m de altura, realizado con fábrica de",1.000,"Forrado de conductos para instalaciones, en cubierta inclinada, de 0,25 m² de sección y 1 m de altura, realizado con fábrica de ladrillo cerámico hueco para revestir, recibida y enfoscada exteriormente con mortero de cemento, industrial, M-5.
Incluye: Replanteo y trazado en el forjado de los tabiques a realizar. Colocación y aplomado de miras de referencia. Colocación de los ladrillos, previamente humedecidos, por hiladas enteras. Repaso de juntas y limpieza. Enfoscado de la superficie.",376.68,376.68,565.55,565.55,0.0,0.0
06.04.01,Partida,Ud,"Recibido de plato de ducha de cualquier medida, mediante formación de meseta de elevación con ladrillo cerámico hueco sencillo,",2.000,"Recibido de plato de ducha de cualquier medida, mediante formación de meseta de elevación con ladrillo cerámico hueco sencillo, recibido con mortero de cemento, industrial, M-5.
Incluye: Replanteo. Apertura de rozas. Retacado con arena. Colocación y nivelación del plato de ducha. Protección con tablero aglomerado de madera. Limpieza y eliminación del material sobrante.","Recibido de plato de ducha de cualquier medida, mediante formación de meseta de elevación con ladrillo cerámico hueco sencillo,",3.000,"Recibido de plato de ducha de cualquier medida, mediante formación de meseta de elevación con ladrillo cerámico hueco sencillo, recibido con mortero de cemento, industrial, M-5.
Incluye: Replanteo. Apertura de rozas. Retacado con arena. Colocación y nivelación del plato de ducha. Protección con tablero aglomerado de madera. Limpieza y eliminación del material sobrante.",67.93,135.86,82.3,164.6,67.93,82.3
06.04.02,Partida,Ud,"Recibido de carpintería de aluminio, acero o PVC, con patillas de anclaje, de hasta 2 m² de superficie, con mortero de cemento,",26.000,"Recibido de carpintería de aluminio, acero o PVC, con patillas de anclaje, de hasta 2 m² de superficie, con mortero de cemento, industrial, con aditivo hidrófugo, M-5.
Incluye: Replanteo. Apertura de huecos para embutir los anclajes. Nivelación y aplomado. Apuntalamiento. Tapado de huecos con mortero.","Recibido de carpintería de aluminio, acero o PVC, con patillas de anclaje, de hasta 2 m² de superficie, con mortero de cemento,",26.000,"Recibido de carpintería de aluminio, acero o PVC, con patillas de anclaje, de hasta 2 m² de superficie, con mortero de cemento, industrial, con aditivo hidrófugo, M-5.
Incluye: Replanteo. Apertura de huecos para embutir los anclajes. Nivelación y aplomado. Apuntalamiento. Tapado de huecos con mortero.",26.68,693.68,56.52,1469.52,0.0,0.0
06.05.01,Partida,m2,Recrecido pisos mortero cemento,3.750,"Recrecido de pisos para formación de pendiente de espesor mínima de 5 cm con mortero seco para recrecido de suelos, con resistencia a compresión M10, i/maestreado, formación de pendiente mín 5%  y acabado para aplicación de impermeabilizante.",Recrecido pisos mortero cemento,3.750,"Recrecido de pisos para formación de pendiente de espesor mínima de 5 cm con mortero seco para recrecido de suelos, con resistencia a compresión M10, i/maestreado, formación de pendiente mín 5%  y acabado para aplicación de impermeabilizante.",22.23,83.3625,34.4,129,0.0,0.0
06.06.01,Partida,m2,Limpieza manual de muros de HA,171.570,"Limpieza de superficies de hormigón visto en paramentos verticales y horizontales por medios manuales, mediante un cepillo de púas metálicas, hasta que las superficies queden sólidas y libres de material disgregado y de sustancias tales como aceites, grasas, polvo y cualquier tipo de suciedad que pueda deteriorar la adherencia. Incluyendo todo tipo de medios auxiliares y hasta aprobación de D.F.",Limpieza manual de muros de HA,171.570,"Limpieza de superficies de hormigón visto en paramentos verticales y horizontales por medios manuales, mediante un cepillo de púas metálicas, hasta que las superficies queden sólidas y libres de material disgregado y de sustancias tales como aceites, grasas, polvo y cualquier tipo de suciedad que pueda deteriorar la adherencia. Incluyendo todo tipo de medios auxiliares y hasta aprobación de D.F.",11.42,1959.3293999999999,26.79,4596.360299999999,0.0,0.0
07.02.01,Partida,Ud,"Mástil para fijación de 3 antenas, de tubo de acero con tratamiento anticorrosión, de 3 m de altura, 40 mm de diámetro y 2 mm de",1.000,"Mástil para fijación de 3 antenas, de tubo de acero con tratamiento anticorrosión, de 3 m de altura, 40 mm de diámetro y 2 mm de espesor. Incluso anclajes y cuantos accesorios sean necesarios para su correcta instalación.
Incluye: Replanteo. Montaje.","Mástil para fijación de 3 antenas, de tubo de acero con tratamiento anticorrosión, de 3 m de altura, 40 mm de diámetro y 2 mm de",1.000,"Mástil para fijación de 3 antenas, de tubo de acero con tratamiento anticorrosión, de 3 m de altura, 40 mm de diámetro y 2 mm de espesor. Incluso anclajes y cuantos accesorios sean necesarios para su correcta instalación.
Incluye: Replanteo. Montaje.",148.2,148.2,573.67,573.67,0.0,0.0
07.02.02,Partida,Ud,"Antena exterior FM, circular, para captación de señales de radiodifusión sonora analógica procedentes de emisiones terrenales, d",1.000,"Antena exterior FM, circular, para captación de señales de radiodifusión sonora analógica procedentes de emisiones terrenales, de 0 dB de ganancia y 500 mm de longitud. Incluso anclajes y cuantos accesorios sean necesarios para su correcta instalación.
Incluye: Replanteo.","Antena exterior FM, circular, para captación de señales de radiodifusión sonora analógica procedentes de emisiones terrenales, d",1.000,"Antena exterior FM, circular, para captación de señales de radiodifusión sonora analógica procedentes de emisiones terrenales, de 0 dB de ganancia y 500 mm de longitud. Incluso anclajes y cuantos accesorios sean necesarios para su correcta instalación.
Incluye: Replanteo.",44.11,44.11,0,0,0.0,0.0
07.02.03,Partida,Ud,"Antena exterior DAB para captación de señales de radiodifusión sonora digital procedentes de emisiones terrenales, de 1 elemento",1.000,"Antena exterior DAB para captación de señales de radiodifusión sonora digital procedentes de emisiones terrenales, de 1 elemento, 0 dB de ganancia, 15 dB de relación D/A y 555 mm de longitud. Incluso anclajes y cuantos accesorios sean necesarios para su correcta instalación.
Incluye: Replanteo.","Antena exterior DAB para captación de señales de radiodifusión sonora digital procedentes de emisiones terrenales, de 1 elemento",1.000,"Antena exterior DAB para captación de señales de radiodifusión sonora digital procedentes de emisiones terrenales, de 1 elemento, 0 dB de ganancia, 15 dB de relación D/A y 555 mm de longitud. Incluso anclajes y cuantos accesorios sean necesarios para su correcta instalación.
Incluye: Replanteo.",47.04,47.04,0,0,0.0,0.0
07.02.04,Partida,Ud,"Antena exterior UHF para captación de señales de televisión analógica, televisión digital terrestre (TDT) y televisión de alta d",1.000,"Antena exterior UHF para captación de señales de televisión analógica, televisión digital terrestre (TDT) y televisión de alta definición (HDTV) procedentes de emisiones terrenales, canales del 21 al 60, de 13 elementos, 13 dB de ganancia, 25 dB de relación D/A. Incluso anclajes y cuantos accesorios sean necesarios para su correcta instalación.
Incluye: Replanteo.","Antena exterior UHF para captación de señales de televisión analógica, televisión digital terrestre (TDT) y televisión de alta d",1.000,"Antena exterior UHF para captación de señales de televisión analógica, televisión digital terrestre (TDT) y televisión de alta definición (HDTV) procedentes de emisiones terrenales, canales del 21 al 60, de 13 elementos, 13 dB de ganancia, 25 dB de relación D/A. Incluso anclajes y cuantos accesorios sean necesarios para su correcta instalación.
Incluye: Replanteo.",128.48,128.48,0,0,0.0,0.0
07.02.05,Partida,Ud,"Amplificador de mástil, de 3 entradas, BI/FM/BIII-UHF-FI, de 35 dB de ganancia máxima. Incluso conectores tipo ""F"", fuente de al",1.000,"Amplificador de mástil, de 3 entradas, BI/FM/BIII-UHF-FI, de 35 dB de ganancia máxima. Incluso conectores tipo ""F"", fuente de alimentación, carga resistiva y cuantos accesorios sean necesarios para su correcta instalación.
Incluye: Montaje, conexionado y comprobación de su correcto funcionamiento.","Amplificador de mástil, de 3 entradas, BI/FM/BIII-UHF-FI, de 35 dB de ganancia máxima. Incluso conectores tipo ""F"", fuente de al",1.000,"Amplificador de mástil, de 3 entradas, BI/FM/BIII-UHF-FI, de 35 dB de ganancia máxima. Incluso conectores tipo ""F"", fuente de alimentación, carga resistiva y cuantos accesorios sean necesarios para su correcta instalación.
Incluye: Montaje, conexionado y comprobación de su correcto funcionamiento.",154.38,154.38,0,0,0.0,0.0
07.02.06,Partida,m,"Cable coaxial RG-6 de 75 Ohm de impedancia característica media, reacción al fuego clase Eca, con conductor central de cobre de",41.930,"Cable coaxial RG-6 de 75 Ohm de impedancia característica media, reacción al fuego clase Eca, con conductor central de cobre de 1,15 mm de diámetro, dieléctrico de polietileno celular, pantalla de cinta de aluminio/polipropileno/aluminio, malla de hilos trenzados de cobre y cubierta exterior de PVC de 6,9 mm de diámetro de color blanco. Incluso accesorios y elementos de sujeción.
Incluye: Tendido de cables.","Cable coaxial RG-6 de 75 Ohm de impedancia característica media, reacción al fuego clase Eca, con conductor central de cobre de",41.930,"Cable coaxial RG-6 de 75 Ohm de impedancia característica media, reacción al fuego clase Eca, con conductor central de cobre de 1,15 mm de diámetro, dieléctrico de polietileno celular, pantalla de cinta de aluminio/polipropileno/aluminio, malla de hilos trenzados de cobre y cubierta exterior de PVC de 6,9 mm de diámetro de color blanco. Incluso accesorios y elementos de sujeción.
Incluye: Tendido de cables.",1.85,77.57050000000001,0,0,0.0,0.0
07.02.07,Partida,m,"Cable coaxial RG-6 de 75 Ohm de impedancia característica media, reacción al fuego clase Fca, con conductor central de cobre de",15.000,"Cable coaxial RG-6 de 75 Ohm de impedancia característica media, reacción al fuego clase Fca, con conductor central de cobre de 1,15 mm de diámetro, dieléctrico de polietileno celular, pantalla de cinta de aluminio/polipropileno/aluminio, malla de hilos trenzados de cobre y cubierta exterior de PE de 6,9 mm de diámetro de color negro. Incluso accesorios y elementos de sujeción.
Incluye: Tendido de cables.","Cable coaxial RG-6 de 75 Ohm de impedancia característica media, reacción al fuego clase Fca, con conductor central de cobre de",15.000,"Cable coaxial RG-6 de 75 Ohm de impedancia característica media, reacción al fuego clase Fca, con conductor central de cobre de 1,15 mm de diámetro, dieléctrico de polietileno celular, pantalla de cinta de aluminio/polipropileno/aluminio, malla de hilos trenzados de cobre y cubierta exterior de PE de 6,9 mm de diámetro de color negro. Incluso accesorios y elementos de sujeción.
Incluye: Tendido de cables.",1.85,27.75,0,0,0.0,0.0
07.02.08,Partida,Ud,"Distribuidor de 5-2400 MHz de 6 salidas con punto de acceso a usuario (PAU), de 11,5 dB de pérdidas de inserción a 850 MHz y 14",1.000,"Distribuidor de 5-2400 MHz de 6 salidas con punto de acceso a usuario (PAU), de 11,5 dB de pérdidas de inserción a 850 MHz y 14 dB de pérdidas de inserción a 2150 MHz.
Incluye: Colocación del distribuidor. Conexionado y comprobación de su correcto funcionamiento.","Distribuidor de 5-2400 MHz de 6 salidas con punto de acceso a usuario (PAU), de 11,5 dB de pérdidas de inserción a 850 MHz y 14",1.000,"Distribuidor de 5-2400 MHz de 6 salidas con punto de acceso a usuario (PAU), de 11,5 dB de pérdidas de inserción a 850 MHz y 14 dB de pérdidas de inserción a 2150 MHz.
Incluye: Colocación del distribuidor. Conexionado y comprobación de su correcto funcionamiento.",18.53,18.53,0,0,0.0,0.0
07.02.09,Partida,Ud,"Toma separadora doble, TV/R-SAT, de 5-2400 MHz, con embellecedor.",3.000,"Toma separadora doble, TV/R-SAT, de 5-2400 MHz, con embellecedor.
Incluye: Montaje, conexionado y comprobación de su correcto funcionamiento.","Toma separadora doble, TV/R-SAT, de 5-2400 MHz, con embellecedor.",3.000,"Toma separadora doble, TV/R-SAT, de 5-2400 MHz, con embellecedor.
Incluye: Montaje, conexionado y comprobación de su correcto funcionamiento.",11.86,35.58,0,0,0.0,0.0
07.02.10,Partida,m,"Cable rígido U/UTP no propagador de la llama de 4 pares trenzados de cobre, categoría 6, reacción al fuego clase Dca-s2,d2,a2 se",83.860,"Cable rígido U/UTP no propagador de la llama de 4 pares trenzados de cobre, categoría 6, reacción al fuego clase Dca-s2,d2,a2 según UNE-EN 50575, con conductor unifilar de cobre, aislamiento de polietileno y vaina exterior de poliolefina termoplástica LSFH libre de halógenos, con baja emisión de humos y gases corrosivos, de 6,2 mm de diámetro. Incluso accesorios y elementos de sujeción.
Incluye: Tendido de cables.","Cable rígido U/UTP no propagador de la llama de 4 pares trenzados de cobre, categoría 6, reacción al fuego clase Dca-s2,d2,a2 se",145.860,"Cable rígido U/UTP no propagador de la llama de 4 pares trenzados de cobre, categoría 6, reacción al fuego clase Dca-s2,d2,a2 según UNE-EN 50575, con conductor unifilar de cobre, aislamiento de polietileno y vaina exterior de poliolefina termoplástica LSFH libre de halógenos, con baja emisión de humos y gases corrosivos, de 6,2 mm de diámetro. Incluso accesorios y elementos de sujeción.
Incluye: Tendido de cables.",1.85,155.14100000000002,0,0,114.70000000000003,0.0
07.02.11,Partida,Ud,"Toma simple con conector tipo RJ-45 de 8 contactos, categoría 6, marco y embellecedor.",3.000,"Toma simple con conector tipo RJ-45 de 8 contactos, categoría 6, marco y embellecedor.
Incluye: Montaje, conexionado y comprobación de su correcto funcionamiento.","Toma simple con conector tipo RJ-45 de 8 contactos, categoría 6, marco y embellecedor.",6.000,"Toma simple con conector tipo RJ-45 de 8 contactos, categoría 6, marco y embellecedor.
Incluye: Montaje, conexionado y comprobación de su correcto funcionamiento.",24.58,73.74,0,0,73.74,0.0
07.02.12,Partida,Ud,Instalación de kit de videoportero convencional B/N antivandálico para vivienda unifamiliar compuesto de: placa exterior de call,1.000,"Instalación de kit de videoportero convencional B/N antivandálico para vivienda unifamiliar compuesto de: placa exterior de calle antivandálica con pulsador de llamada y telecámara, fuente de alimentación y monitor con base de conexión. Incluso abrepuertas, visera, cableado y cajas. Integrado en buzon exterior de acero galvanizado en caliente, y empotrado en muro de cierre. Según diseño e indicaciones de D.F.
Incluye: Replanteo y trazado. Colocación y fijación de tubos y cajas. Tendido de cables. Montaje, conexionado y comprobación de su correcto funcionamiento.",Instalación de kit de videoportero convencional B/N antivandálico para vivienda unifamiliar compuesto de: placa exterior de call,1.000,"Instalación de kit de videoportero convencional B/N antivandálico para vivienda unifamiliar compuesto de: placa exterior de calle antivandálica con pulsador de llamada y telecámara, fuente de alimentación y monitor con base de conexión. Incluso abrepuertas, visera, cableado y cajas. Integrado en buzon exterior de acero galvanizado en caliente, y empotrado en muro de cierre. Según diseño e indicaciones de D.F.
Incluye: Replanteo y trazado. Colocación y fijación de tubos y cajas. Tendido de cables. Montaje, conexionado y comprobación de su correcto funcionamiento.",666.9,666.9,1129.76,1129.76,0.0,0.0
07.03.01,Partida,Ud,"Punto de llenado formado por 2 m de tubo de polietileno reticulado (PE-Xa), con barrera de oxígeno (EVOH), de 16 mm de diámetro",1.000,"Punto de llenado formado por 2 m de tubo de polietileno reticulado (PE-Xa), con barrera de oxígeno (EVOH), de 16 mm de diámetro exterior y 2 mm de espesor, PN=6 atm, para climatización, colocado superficialmente, con aislamiento mediante coquilla flexible de espuma elastomérica.
Incluye: Replanteo del recorrido de las tuberías, accesorios y piezas especiales. Colocación y fijación de tuberías, accesorios y piezas especiales. Colocación del aislamiento. Realización de pruebas de servicio.","Punto de llenado formado por 2 m de tubo de polietileno reticulado (PE-Xa), con barrera de oxígeno (EVOH), de 16 mm de diámetro",1.000,"Punto de llenado formado por 2 m de tubo de polietileno reticulado (PE-Xa), con barrera de oxígeno (EVOH), de 16 mm de diámetro exterior y 2 mm de espesor, PN=6 atm, para climatización, colocado superficialmente, con aislamiento mediante coquilla flexible de espuma elastomérica.
Incluye: Replanteo del recorrido de las tuberías, accesorios y piezas especiales. Colocación y fijación de tuberías, accesorios y piezas especiales. Colocación del aislamiento. Realización de pruebas de servicio.",123.5,123.5,0,0,0.0,0.0
07.03.02,Partida,m,"Tubería de distribución de agua fría y caliente de climatización formada por tubo de polietileno reticulado (PE-Xa), con barrera",16.300,"Tubería de distribución de agua fría y caliente de climatización formada por tubo de polietileno reticulado (PE-Xa), con barrera de oxígeno (EVOH), de 25 mm de diámetro exterior y 2,3 mm de espesor, PN=6 atm, colocado superficialmente en el interior del edificio, con aislamiento mediante coquilla flexible de espuma elastomérica.
Incluye: Replanteo del recorrido de las tuberías, accesorios y piezas especiales. Colocación y fijación de tuberías, accesorios y piezas especiales. Colocación del aislamiento. Realización de pruebas de servicio.","Tubería de distribución de agua fría y caliente de climatización formada por tubo de polietileno reticulado (PE-Xa), con barrera",16.300,"Tubería de distribución de agua fría y caliente de climatización formada por tubo de polietileno reticulado (PE-Xa), con barrera de oxígeno (EVOH), de 25 mm de diámetro exterior y 2,3 mm de espesor, PN=6 atm, colocado superficialmente en el interior del edificio, con aislamiento mediante coquilla flexible de espuma elastomérica.
Incluye: Replanteo del recorrido de las tuberías, accesorios y piezas especiales. Colocación y fijación de tuberías, accesorios y piezas especiales. Colocación del aislamiento. Realización de pruebas de servicio.",12.35,201.305,0,0,0.0,0.0
07.03.03,Partida,m,"Tubería de distribución de agua fría y caliente de climatización formada por tubo de polietileno reticulado (PE-Xa), con barrera",5.550,"Tubería de distribución de agua fría y caliente de climatización formada por tubo de polietileno reticulado (PE-Xa), con barrera de oxígeno (EVOH), de 32 mm de diámetro exterior y 2,9 mm de espesor, PN=6 atm, colocado superficialmente en el interior del edificio, con aislamiento mediante coquilla flexible de espuma elastomérica.
Incluye: Replanteo del recorrido de las tuberías, accesorios y piezas especiales. Colocación y fijación de tuberías, accesorios y piezas especiales. Colocación del aislamiento. Realización de pruebas de servicio.","Tubería de distribución de agua fría y caliente de climatización formada por tubo de polietileno reticulado (PE-Xa), con barrera",5.550,"Tubería de distribución de agua fría y caliente de climatización formada por tubo de polietileno reticulado (PE-Xa), con barrera de oxígeno (EVOH), de 32 mm de diámetro exterior y 2,9 mm de espesor, PN=6 atm, colocado superficialmente en el interior del edificio, con aislamiento mediante coquilla flexible de espuma elastomérica.
Incluye: Replanteo del recorrido de las tuberías, accesorios y piezas especiales. Colocación y fijación de tuberías, accesorios y piezas especiales. Colocación del aislamiento. Realización de pruebas de servicio.",17.29,95.95949999999999,0,0,0.0,0.0
07.03.04,Partida,m,"Tubería de distribución de agua fría y caliente de climatización formada por tubo de polietileno reticulado (PE-Xa), con barrera",0.810,"Tubería de distribución de agua fría y caliente de climatización formada por tubo de polietileno reticulado (PE-Xa), con barrera de oxígeno (EVOH), de 25 mm de diámetro exterior y 2,3 mm de espesor, PN=6 atm, colocado superficialmente en el exterior del edificio, con aislamiento mediante coquilla de lana de vidrio protegida con emulsión asfáltica recubierta con pintura protectora para aislamiento de color blanco.
Incluye: Replanteo del recorrido de las tuberías, accesorios y piezas especiales. Colocación y fijación de tuberías, accesorios y piezas especiales. Colocación del aislamiento. Aplicación del revestimiento superficial del aislamiento. Realización de pruebas de servicio.","Tubería de distribución de agua fría y caliente de climatización formada por tubo de polietileno reticulado (PE-Xa), con barrera",0.810,"Tubería de distribución de agua fría y caliente de climatización formada por tubo de polietileno reticulado (PE-Xa), con barrera de oxígeno (EVOH), de 25 mm de diámetro exterior y 2,3 mm de espesor, PN=6 atm, colocado superficialmente en el exterior del edificio, con aislamiento mediante coquilla de lana de vidrio protegida con emulsión asfáltica recubierta con pintura protectora para aislamiento de color blanco.
Incluye: Replanteo del recorrido de las tuberías, accesorios y piezas especiales. Colocación y fijación de tuberías, accesorios y piezas especiales. Colocación del aislamiento. Aplicación del revestimiento superficial del aislamiento. Realización de pruebas de servicio.",19.76,16.0056,0,0,0.0,0.0
07.03.05,Partida,m,"Tubería de distribución de agua fría y caliente de climatización formada por tubo de polietileno reticulado (PE-Xa), con barrera",3.010,"Tubería de distribución de agua fría y caliente de climatización formada por tubo de polietileno reticulado (PE-Xa), con barrera de oxígeno (EVOH), de 32 mm de diámetro exterior y 2,9 mm de espesor, PN=6 atm, colocado superficialmente en el exterior del edificio, con aislamiento mediante coquilla de lana de vidrio protegida con emulsión asfáltica recubierta con pintura protectora para aislamiento de color blanco.
Incluye: Replanteo del recorrido de las tuberías, accesorios y piezas especiales. Colocación y fijación de tuberías, accesorios y piezas especiales. Colocación del aislamiento. Aplicación del revestimiento superficial del aislamiento. Realización de pruebas de servicio.","Tubería de distribución de agua fría y caliente de climatización formada por tubo de polietileno reticulado (PE-Xa), con barrera",3.010,"Tubería de distribución de agua fría y caliente de climatización formada por tubo de polietileno reticulado (PE-Xa), con barrera de oxígeno (EVOH), de 32 mm de diámetro exterior y 2,9 mm de espesor, PN=6 atm, colocado superficialmente en el exterior del edificio, con aislamiento mediante coquilla de lana de vidrio protegida con emulsión asfáltica recubierta con pintura protectora para aislamiento de color blanco.
Incluye: Replanteo del recorrido de las tuberías, accesorios y piezas especiales. Colocación y fijación de tuberías, accesorios y piezas especiales. Colocación del aislamiento. Aplicación del revestimiento superficial del aislamiento. Realización de pruebas de servicio.",23.47,70.64469999999999,0,0,0.0,0.0
